name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2013-03-15,8.8,3.6,6.2,5.3,0.5,2.7,2.7,78.2,1.004,100,12.5,rain,0,0,59.4,29.9,205.5,1007.6,68.9,23.5,41.7,3.5,2,,2013-03-15T06:14:19,2013-03-15T18:05:21,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-16,8,6,6.9,4.4,1.8,3,4.4,83.6,4.056,100,16.67,rain,0,0,65.3,34.8,188,995.9,77.9,20.4,26.5,2.3,1,,2013-03-16T06:12:03,2013-03-16T18:07:03,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-17,7.6,2.5,5.4,4.8,-0.1,2.9,3.2,85.9,4.931,100,16.67,rain,0,0,,20.7,201.2,990.3,55,23.8,78.8,6.6,5,,2013-03-17T06:09:47,2013-03-17T18:08:46,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-18,8,-0.2,3.9,7.3,-0.2,3.2,2.4,90,8.868,100,12.5,"rain,snow",0,0,,8.2,56.9,991.1,57.6,11.1,59.5,5.1,2,,2013-03-18T06:07:30,2013-03-18T18:10:28,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-19,8.3,3.3,5,6.1,0.7,3.6,1.9,81,1.004,100,12.5,rain,0,0,,13.1,79.2,997.5,61.3,12.4,140.8,12.2,5,,2013-03-19T06:05:14,2013-03-19T18:12:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-20,6.3,2.8,4.3,3.8,-0.3,1.8,1.6,82.9,0.001,100,4.17,rain,0,0,,13.1,28,1006.8,67.2,6.5,152,13.1,6,,2013-03-20T06:02:57,2013-03-20T18:13:51,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-21,6.8,1.3,4.2,3.2,-0.9,0.8,-0.2,73.3,0,0,0,,0,0,46.4,26.7,102.1,1015.9,64.8,14.6,75.9,6.5,2,,2013-03-21T06:00:40,2013-03-21T18:15:33,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-22,5,2.8,3.9,0.5,-1.9,-0.7,0.4,77.9,0.523,100,16.67,rain,0,0,57.1,30.8,87.1,1009.6,85.2,6.1,101.7,8.7,5,,2013-03-22T05:58:23,2013-03-22T18:17:14,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-23,3.3,1.1,1.8,-1.5,-3.9,-2.9,0.5,91.4,7.792,100,16.67,"rain,snow",0,0,46.4,24.5,73,1009.7,96.6,4.3,53.2,4.5,2,,2013-03-23T05:56:06,2013-03-23T18:18:55,0.37,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-24,1.8,0.1,0.9,-2.3,-5.4,-4.1,-2.8,77.3,0.499,100,8.33,"rain,snow",0,0,,22.9,61.6,1012.8,96,14.7,102.6,8.8,3,,2013-03-24T05:53:49,2013-03-24T18:20:37,0.41,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-25,2,1,1.5,-2.3,-4.4,-3.4,-4.7,63.4,0.001,100,4.17,"rain,snow",0,0,51.8,26.8,53.1,1014.3,84,20.8,176.8,15.4,6,,2013-03-25T05:51:32,2013-03-25T18:22:18,0.44,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-26,2.1,1.1,1.6,-1.7,-3.8,-3,-4.8,62.5,0,0,0,,0,0,,22.6,50,1013.4,82.6,19.6,146.7,12.7,5,,2013-03-26T05:49:15,2013-03-26T18:23:59,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-27,4.1,0.1,2,0.1,-3.9,-1.8,-4.5,62.4,0,0,0,,0,0,,21.5,49.2,1011.7,62.3,18.6,142.7,12.2,4,,2013-03-27T05:46:58,2013-03-27T18:25:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-28,4.6,-0.4,2.3,1.1,-3.8,-1.2,-4,64.4,0,0,0,,0,0,,20.5,38.3,1012.4,62.2,18.3,155.3,13.5,5,,2013-03-28T05:44:41,2013-03-28T18:27:20,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-29,6,0,2.7,2.7,-2.8,-0.5,-4.3,61.2,0,0,0,,0,0,,20.7,58.1,1010.9,67.4,30.8,174.4,15,5,,2013-03-29T05:42:25,2013-03-29T18:29:01,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-30,5.5,1.3,3.3,2.4,-2.3,-0.1,-2.6,66.1,0,0,0,,0,0,,20.1,44.8,1011.4,65.4,24.6,162.2,14.2,5,,2013-03-30T05:40:08,2013-03-30T18:30:42,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-31,5.3,-0.9,2.4,2.2,-2.5,0,-3.5,66.1,0.001,100,4.17,"rain,snow",0,0,,17.4,70.4,1014.6,41.3,28.8,184.7,15.2,6,,2013-03-31T06:37:52,2013-03-31T19:32:22,0.65,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-01,6.5,1.3,3.2,2.2,-2.8,-0.8,-3.4,62.8,0,0,0,,0,0,51.8,29.8,68,1011.5,53,22.7,185.8,16,6,,2013-04-01T06:35:36,2013-04-01T19:34:03,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-02,8.6,0.3,4.1,5,-4.2,0.2,-4.7,55.8,0,0,0,,0,0,53.6,31.3,55,1014.6,8,35,236.4,20.4,7,,2013-04-02T06:33:20,2013-04-02T19:35:43,0.72,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-03,4.6,0.8,3,0.1,-3,-1.4,-3.6,62.8,0,0,0,,0,0,55.6,31.7,45.1,1017.4,58.3,26.5,181.2,15.6,6,,2013-04-03T06:31:05,2013-04-03T19:37:24,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-04,3.5,1.1,2.5,-0.8,-3.3,-2.1,-2,72.5,0.498,100,4.17,rain,0,0,53.6,26,37.2,1014.3,72.9,19.3,157.3,13.6,5,,2013-04-04T06:28:50,2013-04-04T19:39:04,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-05,8,2.1,4.6,4.5,-2.8,0.3,-3.1,59.6,0,0,0,,0,0,53.6,28.5,33.7,1015.2,75.4,28.3,101.2,8.7,3,,2013-04-05T06:26:35,2013-04-05T19:40:45,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-06,10.5,1.1,5.4,10.5,-2.4,2.9,-2.2,61.6,0.298,100,4.17,"rain,snow",0,0,,19.7,33,1023.4,30.3,28.2,234.6,20.2,7,,2013-04-06T06:24:21,2013-04-06T19:42:25,0.86,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-07,11.1,-0.7,5.2,11.1,-0.7,4.1,-2.7,61.1,0,0,0,,0,0,,15.1,137.2,1020.3,69.2,22.6,178.5,15.3,6,,2013-04-07T06:22:07,2013-04-07T19:44:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-08,10.8,4.1,6.5,10.8,0.4,3.7,-0.2,63.4,0,0,0,,0,0,,22.8,82.5,1005.7,90.1,15.1,131.2,11.2,4,,2013-04-08T06:19:54,2013-04-08T19:45:46,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-09,9.5,4.1,6.5,6.9,1.2,3.9,3.5,81.6,1.303,100,8.33,rain,0,0,,20.5,75.4,997.5,71.6,8.8,70.9,6.1,2,,2013-04-09T06:17:41,2013-04-09T19:47:26,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-10,11.1,3.3,7.1,11.1,0.6,5.7,3.2,76.9,0,0,0,,0,0,,17.1,98.6,1003.6,61.3,4.8,124.6,10.7,5,,2013-04-10T06:15:29,2013-04-10T19:49:07,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-11,12.1,6.3,8,12.1,3.6,6.3,6.4,89.6,10.373,100,12.5,rain,0,0,,19.8,108.8,997.1,79.8,11.6,102.7,8.7,4,,2013-04-11T06:13:17,2013-04-11T19:50:47,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-12,12.3,7.3,9.2,12.3,4.7,7.5,7,86.8,2.532,100,16.67,rain,0,0,,22.6,226.2,997.6,52,21.1,131.4,11.3,4,,2013-04-12T06:11:06,2013-04-12T19:52:28,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-13,11.8,4.8,9.3,11.8,3.2,8.4,7.1,86.6,1.028,100,8.33,rain,0,0,55.4,24.6,193.5,1011.1,81.3,17.9,92.7,8,5,,2013-04-13T06:08:55,2013-04-13T19:54:08,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-14,20.5,11.8,15.2,20.5,11.8,15.2,9.5,70.1,1.003,100,12.5,rain,0,0,58.1,34.3,204.3,1013.2,64.2,30,249,21.8,7,,2013-04-14T06:06:45,2013-04-14T19:55:48,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-15,16.3,10.8,13.1,16.3,10.8,13.1,8,71.4,2.98,100,4.17,rain,0,0,,26.6,217.8,1017,50.8,22.7,208.9,18,6,,2013-04-15T06:04:36,2013-04-15T19:57:29,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-16,17.3,10,12.8,17.3,10,12.8,7,68.7,0,0,0,,0,0,53.6,31.5,218.5,1015.6,48.9,21.9,145.4,12.6,6,,2013-04-16T06:02:27,2013-04-16T19:59:09,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-17,18.1,9.8,13.6,18.1,8.3,13.6,9.3,76.3,0,0,0,,0,0,61.4,34.6,201.5,1014.5,71.3,20.3,161.3,14.1,6,,2013-04-17T06:00:20,2013-04-17T20:00:49,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-18,14.8,8.6,11,14.8,5,9.9,4.1,63.1,2.992,100,4.17,rain,0,0,66.7,38,238.9,1013.3,46.9,27.5,208.7,18,6,,2013-04-18T05:58:13,2013-04-18T20:02:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-19,12.5,6.6,9.6,12.5,4.2,8.3,3.8,67.9,0,0,0,,0,0,55.4,21.3,306.7,1025.7,45.9,32.4,227,19.6,7,,2013-04-19T05:56:07,2013-04-19T20:04:09,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-20,13.8,4,8.3,13.8,3.7,7.7,1.3,64.5,0.298,100,4.17,rain,0,0,,16.3,91.9,1032.6,7.4,30.2,287.7,25,8,,2013-04-20T05:54:01,2013-04-20T20:05:49,0.33,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-21,14.8,2.1,8.6,14.8,2.1,8.2,1.2,63.6,0,0,0,,0,0,,23.6,245.7,1022,60.6,28.3,251.1,21.9,8,,2013-04-21T05:51:57,2013-04-21T20:07:30,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-22,14.8,7.1,10.5,14.8,5.3,9.9,5.7,73.6,0,0,0,,0,0,,25.2,224,1016.2,71.1,23,210.5,18.3,8,,2013-04-22T05:49:54,2013-04-22T20:09:09,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-23,20.6,10.1,14.8,20.6,10.1,14.8,8.5,68.1,0,0,0,,0,0,,19.7,257.1,1019.4,52,23.3,281.7,24.3,8,,2013-04-23T05:47:51,2013-04-23T20:10:49,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-24,19.8,9.8,15,19.8,8.5,15,10.1,73.3,0,0,0,,0,0,,21.2,236.3,1023.8,62.4,22.8,230.8,20,7,,2013-04-24T05:45:50,2013-04-24T20:12:29,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-25,22.5,11.3,16.2,22.5,11.3,16.2,10.5,71.8,0.5,100,8.33,rain,0,0,46.4,28.6,230.4,1021,47.3,16.2,251.5,21.6,8,,2013-04-25T05:43:50,2013-04-25T20:14:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-26,14,7,10.5,14,4.9,9.8,2.7,61.4,4.291,100,8.33,rain,0,0,,23.3,328.2,1015.4,48.3,29.3,154.1,13.4,6,,2013-04-26T05:41:50,2013-04-26T20:15:48,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-27,11.1,4.6,7.5,11.1,2.7,5.8,1.8,67.6,0.003,100,4.17,rain,0,0,47.3,25.9,8.8,1015.2,41.4,35.5,187.1,16.1,6,,2013-04-27T05:39:52,2013-04-27T20:17:27,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-28,11.8,2,7.9,11.8,2,7.1,0.6,62.9,1.493,100,8.33,rain,0,0,46.4,24.7,230.9,1017.1,58.8,32,252.6,21.8,8,,2013-04-28T05:37:56,2013-04-28T20:19:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-29,14,8.1,10.7,14,5.3,9.5,2.2,57.9,0.001,100,4.17,rain,0,0,,24.6,269.1,1016.6,44.7,34.3,272.3,23.3,8,,2013-04-29T05:36:00,2013-04-29T20:20:45,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-30,14.5,6.6,10.1,14.5,4.8,9.2,2.3,59.9,0,0,0,,0,0,,20.6,42,1024.5,22.2,34.9,306.1,26.5,9,,2013-04-30T05:34:06,2013-04-30T20:22:23,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-01,17.1,4.8,10.2,17.1,2.4,9.1,1.9,60.9,0,0,0,,0,0,,15.5,44.6,1024.3,40.1,26.1,301.5,26.1,8,,2013-05-01T05:32:13,2013-05-01T20:24:02,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-02,17.6,6,11.7,17.6,3.8,11.1,-1.8,41.3,0,0,0,,0,0,37.1,18.6,47.9,1022.7,16.7,42.4,306.3,26.7,9,,2013-05-02T05:30:21,2013-05-02T20:25:40,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-03,20.6,5.1,12.8,20.6,5.1,12.8,3.4,55.6,0,0,0,,0,0,,22.1,271.3,1019.9,32.4,32.3,305.2,26.3,9,,2013-05-03T05:28:31,2013-05-03T20:27:17,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-04,17.1,8.3,12.5,17.1,6.3,12.1,5.4,63.1,0.399,100,4.17,rain,0,0,58.7,33.5,242.3,1017.5,66.7,39.4,212.2,18.4,6,,2013-05-04T05:26:42,2013-05-04T20:28:54,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-05,18.1,7.1,13.5,18.1,5.5,13.2,7.3,66.9,0,0,0,,0,0,,19.3,248.4,1021.9,79.1,33.7,246.6,21.1,8,,2013-05-05T05:24:55,2013-05-05T20:30:31,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-06,21.6,10.6,16.3,21.6,10.6,16.3,8.3,61.3,0,0,0,,0,0,,14,207.3,1020.2,49.5,30.2,297.8,25.8,8,,2013-05-06T05:23:09,2013-05-06T20:32:07,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-07,20.6,9.3,15.4,20.6,9.3,15.4,6.7,58.4,0,0,0,,0,0,31.7,13.5,109.3,1016.5,27.5,31.2,293.8,25.3,8,,2013-05-07T05:21:25,2013-05-07T20:33:43,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-08,17,11.5,14,17,11.5,14,9.7,75.9,1.204,100,8.33,rain,0,0,46.4,21.2,179.4,1007.4,78.2,25.1,189.5,16.2,7,,2013-05-08T05:19:42,2013-05-08T20:35:18,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-09,14.8,7.6,11.1,14.8,5.9,10.6,5.7,70.9,0.795,100,4.17,rain,0,0,69.6,40.2,201.4,1008.7,54,25.7,301.8,26,8,,2013-05-09T05:18:01,2013-05-09T20:36:53,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-10,17.5,10.3,12.9,17.5,10.3,12.9,7.5,70.8,0.406,100,12.5,rain,0,0,53,25.4,217.5,1010.4,75.3,28.4,219.5,18.9,7,,2013-05-10T05:16:22,2013-05-10T20:38:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-11,13.6,7.3,10.2,13.6,4.6,9.2,6,76.6,0.628,100,16.67,rain,0,0,59.4,23.9,212.5,1011.1,72.2,33.2,199.1,17.2,6,,2013-05-11T05:14:45,2013-05-11T20:40:00,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-12,15.6,6.3,10.3,15.6,3.4,9.3,5.7,75.4,3.798,100,8.33,rain,0,0,48.2,20.1,213.4,1014.8,64,30.5,190,16.3,7,,2013-05-12T05:13:09,2013-05-12T20:41:33,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-13,14.6,7.2,11.9,14.6,5.4,11.8,5.5,67.3,0.203,100,8.33,rain,0,0,64,24,229.5,1011.9,72.4,31.1,227.5,19.6,7,,2013-05-13T05:11:36,2013-05-13T20:43:05,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-14,11.8,7.5,9.3,11.8,5.9,8,5.8,79.4,3.807,100,12.5,rain,0,0,59.1,33.2,193.7,1003.6,82.2,18.6,124.8,10.9,5,,2013-05-14T05:10:04,2013-05-14T20:44:36,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-15,14.5,7.3,9.4,14.5,2.8,7,4.1,70.3,4.02,100,12.5,rain,0,0,66.7,36.5,218.1,994.2,81.5,35.2,248.8,21.3,7,,2013-05-15T05:08:34,2013-05-15T20:46:06,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-16,16.1,4.3,10.1,16.1,4.3,10,4.8,73,0.402,100,8.33,rain,0,0,,17.2,174.2,999.9,45.7,23.7,306.6,26.4,9,,2013-05-16T05:07:07,2013-05-16T20:47:35,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-17,11.8,7.8,10.3,11.8,7,10.1,5.8,74.1,0.012,100,4.17,rain,0,0,35.3,17.2,35,1005.9,76.1,26.1,241.2,20.8,8,,2013-05-17T05:05:41,2013-05-17T20:49:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-18,15.1,9.6,12.2,15.1,8,12.1,5.6,64.4,0.199,100,4.17,rain,0,0,,17.3,301.1,1008.2,86.7,28.8,230.6,19.9,7,,2013-05-18T05:04:18,2013-05-18T20:50:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-19,18.5,9.6,13.8,18.5,9.6,13.8,7.8,68.2,0,0,0,,0,0,,17.5,24.9,1011.2,65.9,19.1,167,14.4,5,,2013-05-19T05:02:56,2013-05-19T20:51:56,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-20,17.3,11.8,14.6,17.3,11.8,14.6,11.5,82,0.201,100,4.17,rain,0,0,,19.1,335.2,1011.5,90.5,9.2,145.3,12.6,4,,2013-05-20T05:01:37,2013-05-20T20:53:21,0.34,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-21,16.6,12.1,13.6,16.6,12.1,13.6,9.5,76.5,0.199,100,4.17,rain,0,0,46.4,19.3,4.7,1015.7,87.1,16.1,177.3,15.5,4,,2013-05-21T05:00:21,2013-05-21T20:54:45,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-22,14.6,10.1,11.7,14.6,10.1,11.7,5.9,68.4,0,0,0,,0,0,,20,316.4,1018.7,84.6,26.8,138.2,11.9,3,,2013-05-22T04:59:06,2013-05-22T20:56:07,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-23,11.1,6.6,8.7,11.1,3.9,6.7,1.7,62,0.201,100,8.33,rain,0,0,52.7,23.4,318.8,1013.7,51.7,40.4,195.8,16.8,6,,2013-05-23T04:57:54,2013-05-23T20:57:28,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-24,8.1,5.8,7.1,6.1,2.2,4,4.5,83.6,9.179,100,16.67,rain,0,0,51,26.5,307.4,1009.5,83.7,27.5,147.5,12.5,5,,2013-05-24T04:56:45,2013-05-24T20:58:47,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-25,15.5,5.8,10.5,15.5,2.8,9.4,3.7,65.9,0.606,100,12.5,rain,0,0,,18.5,4.5,1020.4,59.1,31.9,324.4,28,9,,2013-05-25T04:55:37,2013-05-25T21:00:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-26,19.3,6,13.2,19.3,4.5,12.8,3.1,53.8,0,0,0,,0,0,,17.6,290.3,1018.6,54.1,36.4,332.7,28.7,9,,2013-05-26T04:54:33,2013-05-26T21:01:21,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-27,18,6.8,13,18,4.9,12.5,4.2,56.8,0,0,0,,0,0,55.4,30.8,211.2,1009.2,43.2,33.4,346.8,30,9,,2013-05-27T04:53:31,2013-05-27T21:02:36,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-28,12.8,10,11.3,12.8,10,11.3,8.8,85.1,14.39,100,12.5,rain,0,0,,15.4,168.7,1000.6,88.2,17.9,155,13.5,5,,2013-05-28T04:52:31,2013-05-28T21:03:49,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
